% rows 501 cols 4
  0.31600     0.1017     0.2805    14.7021
  0.32000     0.1039     0.2897    14.9669
  0.32400     0.1067     0.3076    15.4757
  0.32800     0.1123     0.3328    16.8199
  0.33200     0.1207     0.3803    18.2283
  0.33600     0.1151     0.3889    17.8787
  0.34000     0.0980     0.3362    16.6522
  0.34400     0.0854     0.2889    16.1858
  0.34800     0.0780     0.2589    16.2594
  0.35200     0.0736     0.2372    16.3584
  0.35600     0.0697     0.2207    16.3361
  0.36000     0.0674     0.2093    16.1767
  0.36400     0.0664     0.2003    16.0275
  0.36800     0.0667     0.1934    16.0176
  0.37200     0.0689     0.1888    16.4533
  0.37600     0.0748     0.1867    17.0697
  0.38000     0.0836     0.1842    17.3724
  0.38400     0.0950     0.1840    18.1424
  0.38800     0.1092     0.1978    19.5150
  0.39200     0.1253     0.2338    22.6042
  0.39600     0.1468     0.3101    31.4755
  0.40000     0.1620     0.3704    29.7028
  0.40400     0.1658     0.3823    18.9619
  0.40800     0.1685     0.3875    15.3949
  0.41200     0.1710     0.3945    13.8961
  0.41600     0.1727     0.4044    13.0079
  0.42000     0.1735     0.4132    12.2231
  0.42400     0.1743     0.4225    11.6289
  0.42800     0.1748     0.4283    11.1024
  0.43200     0.1738     0.4232    10.5360
  0.43600     0.1724     0.4164    10.0632
  0.44000     0.1715     0.4147     9.7145
  0.44400     0.1712     0.4148     9.4593
  0.44800     0.1707     0.4157     9.2487
  0.45200     0.1689     0.4196     9.0707
  0.45600     0.1666     0.4187     8.7889
  0.46000     0.1649     0.4129     8.4497
  0.46400     0.1634     0.4097     8.2152
  0.46800     0.1618     0.4073     8.0380
  0.47200     0.1602     0.4056     7.9221
  0.47600     0.1586     0.4040     7.8426
  0.48000     0.1562     0.4014     7.7410
  0.48400     0.1529     0.3977     7.6161
  0.48800     0.1502     0.3949     7.5440
  0.49200     0.1477     0.3927     7.5194
  0.49600     0.1450     0.3887     7.4775
  0.50000     0.1431     0.3832     7.4068
  0.50400     0.1405     0.3791     7.3365
  0.50800     0.1377     0.3765     7.3152
  0.51200     0.1358     0.3737     7.3254
  0.51600     0.1344     0.3704     7.3349
  0.52000     0.1334     0.3698     7.6162
  0.52400     0.1317     0.3653     7.7667
  0.52800     0.1292     0.3544     7.5247
  0.53200     0.1276     0.3461     7.4365
  0.53600     0.1268     0.3452     7.6331
  0.54000     0.1263     0.3402     7.9398
  0.54400     0.1260     0.3274     7.7597
